user_id,name,email,signup_date,country,plan_at_signup,sessions_30d,avg_session_min,feature_A_usage,feature_B_usage,emails_opened_30d,last_active_days_ago,lifetime_days,converted_to_paid,churned,mrr,churned_recently
user_00022,Sandra Sanchez,ryangross@hotmail.com,2023-02-12,IN,free,2,5.7,3.26,1.0,1,15,985,0,0,0.0,0
user_00023,Roger Vargas,nicole48@gmail.com,2025-08-23,AU,free,3,4.8,4.99,3.0,1,62,62,0,0,0.0,0
user_00024,Michelle Freeman,qnelson@gmail.com,2025-01-21,CA,free,4,11.1,2.08,2.0,2,7,276,1,0,0.0,0
user_00025,Natalie Tapia,salasaudrey@yahoo.com,2024-05-09,AU,free,1,7.7,1.67,2.0,2,3,533,0,0,0.0,0
user_00026,Vincent King,tkerr@hotmail.com,2023-03-28,IN,starter,5,6.7,2.68,3.0,2,8,941,1,0,20.0,0
user_00027,Antonio Choi,ojones@yahoo.com,2024-07-08,US,free,1,2.9,0.78,0.0,2,6,473,0,0,0.0,0
user_00028,Kimberly Holland,cassandra01@gmail.com,2025-04-21,US,free,5,7.7,1.95,0.0,3,126,186,0,0,0.0,0
user_00029,Miss Debra Williams PhD,hodgemark@hotmail.com,2023-07-24,CA,free,2,5.7,1.79,1.0,2,14,823,0,0,0.0,0
user_00030,James Hodges,omartinez@hotmail.com,2022-01-14,US,free,1,9.0,12.41,2.0,0,31,1379,0,0,0.0,0
user_00031,Emily Smith,michellehill@yahoo.com,2022-11-23,US,starter,0,3.4,5.66,1.0,2,35,1066,0,1,0.0,1
user_00032,Douglas Evans,tylerjohnson@hotmail.com,2024-05-15,IN,free,2,8.7,3.87,0.0,2,17,527,1,0,0.0,0
user_00033,Shane Alexander,younggabrielle@yahoo.com,2023-11-28,GB,free,1,6.2,3.34,1.0,0,7,696,0,0,0.0,0
user_00034,Annette Schultz,yknight@gmail.com,2023-07-24,GB,pro,5,5.0,10.69,0.0,0,17,823,1,0,98.2,0
user_00035,Shelby Harvey,patrickhoward@yahoo.com,2022-11-15,US,pro,3,4.7,4.98,2.6,4,19,1074,0,0,0.0,0
user_00036,Ronald Foster,parkerscott@hotmail.com,2023-03-17,US,starter,3,3.3,1.24,3.0,3,92,952,0,0,0.0,0
user_00037,Elizabeth Burgess,zcoffey@hotmail.com,2023-11-21,GB,free,6,7.2,1.15,0.0,0,25,703,1,0,0.0,0
user_00038,Alexis Herrera,brandonjohnson@yahoo.com,2022-07-29,AU,free,2,8.5,4.32,2.0,1,105,1183,0,0,0.0,0
user_00039,Kimberly Price,amy50@yahoo.com,2022-07-09,CA,starter,0,9.1,3.78,1.0,1,25,1203,0,0,0.0,0
user_00040,Dr. Samantha Davis,danieldelacruz@gmail.com,2024-02-18,AU,free,2,9.2,3.31,2.0,0,4,614,0,1,0.0,0
user_00041,David Morris,stephen00@yahoo.com,2022-07-18,DE,free,1,5.0,5.14,1.0,1,14,1194,0,0,0.0,0
user_00042,Brian Joseph,farrelldebra@hotmail.com,2024-01-06,GB,free,6,12.2,4.95,1.0,2,47,657,0,0,0.0,0
user_00043,Stacy Gutierrez,jenkinsmorgan@yahoo.com,2023-12-06,US,free,4,6.2,0.4,0.0,4,16,688,0,0,0.0,0
user_00044,Miss Heather Lane,whitedouglas@hotmail.com,2025-05-21,CA,pro,4,11.8,3.19,1.3,3,3,156,1,0,93.58,0
user_00045,Madeline Johnson,wnelson@hotmail.com,2023-06-26,GB,free,2,7.3,3.57,1.0,1,3,851,0,0,0.0,0
user_00046,Douglas Gregory,vincentwhitaker@yahoo.com,2022-03-30,GB,starter,5,9.5,6.05,0.0,1,8,1304,0,0,0.0,0
user_00047,Andrew Smith,julie35@gmail.com,2024-07-29,IN,free,2,7.1,3.97,0.0,1,24,452,0,0,0.0,0
user_00048,Cheyenne Parsons,laura90@yahoo.com,2025-01-03,IN,free,3,9.6,4.36,2.0,0,53,294,1,0,0.0,0
user_00049,Jodi Brown,wrightsamuel@yahoo.com,2022-09-13,US,free,2,8.0,0.9,2.0,3,22,1137,0,0,0.0,0
user_00050,Tabitha Hughes,tanderson@gmail.com,2024-02-15,IN,free,1,11.3,0.58,4.0,0,41,617,0,0,0.0,0
user_00051,Gary Anderson,henryschwartz@hotmail.com,2022-06-11,US,pro,8,6.7,4.8,0.0,1,31,1231,1,0,81.57,0
user_00052,Amanda Diaz,brett75@hotmail.com,2025-02-04,DE,starter,3,1.0,1.64,3.0,2,22,262,0,0,0.0,0
user_00053,Pamela Nelson,brooksanthony@gmail.com,2023-08-24,US,pro,6,6.1,5.45,3.9000000000000004,1,7,792,1,0,84.58,0
user_00054,Chad Mitchell,fbrown@hotmail.com,2025-07-11,US,pro,5,14.3,2.09,1.3,2,64,105,0,0,0.0,0
user_00055,Laura Higgins,ingramjill@yahoo.com,2025-06-20,IN,free,5,7.4,1.61,4.0,3,9,126,0,0,0.0,0
user_00056,Gina Day,justinatkins@gmail.com,2024-01-11,CA,pro,5,10.4,6.42,0.0,3,8,652,1,0,82.08,0
user_00057,Robert Kim,millerdonna@yahoo.com,2025-03-28,IN,free,2,3.8,2.5,1.0,2,8,210,1,0,0.0,0
user_00058,Jeremy West,michael90@hotmail.com,2023-01-29,US,free,2,8.3,1.33,4.0,1,3,999,0,0,0.0,0
user_00059,Jacob Hines,taylorcharles@gmail.com,2022-05-23,GB,free,0,3.9,2.22,2.0,1,20,1250,1,0,0.0,0
user_00060,Dr. Walter Downs DDS,tanner82@hotmail.com,2022-04-04,US,free,3,4.5,3.86,2.0,1,11,1299,1,0,0.0,0
user_00061,Yvonne Higgins,sarah35@hotmail.com,2025-09-16,AU,free,5,6.4,2.34,1.0,2,22,38,0,0,0.0,0
user_00062,Madison Pierce,debra96@hotmail.com,2023-04-12,AU,free,2,9.8,3.54,4.0,1,18,926,1,0,0.0,0
user_00063,Lori Roberts,floressteven@yahoo.com,2023-08-16,IN,starter,2,10.2,1.99,1.0,2,22,800,0,0,0.0,0
user_00064,Amber Dougherty,amitchell@gmail.com,2022-06-13,US,free,4,10.3,5.71,1.0,0,10,1229,1,0,0.0,0
user_00065,Monica Gallagher,jameshicks@hotmail.com,2023-04-22,CA,free,5,1.6,2.18,2.0,2,50,916,0,0,0.0,0
user_00066,Michelle Brock,jennifersilva@gmail.com,2022-07-26,US,free,4,8.0,1.56,1.0,2,22,1186,0,0,0.0,0
user_00067,Michael Johnson,stevepatel@hotmail.com,2024-02-18,IN,free,2,7.2,6.72,1.0,0,7,614,1,0,0.0,0
user_00068,Corey Wright,julie33@hotmail.com,2023-07-24,US,starter,2,1.9,2.51,4.0,3,69,823,1,0,20.0,0
user_00069,Luis Matthews,katelynmitchell@yahoo.com,2024-07-17,AU,free,2,8.1,3.5,1.0,3,3,464,0,0,0.0,0
user_00070,Ann Andrews,znelson@gmail.com,2025-07-25,US,pro,5,9.0,2.31,2.6,1,39,91,0,0,0.0,0
user_00071,Mariah Higgins,wyoung@yahoo.com,2024-01-18,GB,starter,2,10.0,3.42,2.0,2,34,645,0,0,0.0,0
user_00072,Kenneth Green,emiles@hotmail.com,2022-11-30,CA,free,3,8.3,3.85,1.0,3,2,1059,0,0,0.0,0
user_00073,Melanie Larson,nolansean@gmail.com,2024-01-29,IN,free,5,5.8,1.24,4.0,1,69,634,0,0,0.0,0
user_00074,Joyce Brown,ybrooks@yahoo.com,2023-12-29,US,starter,3,11.7,4.53,0.0,3,11,665,0,0,0.0,0
user_00075,Victor Baxter,johnsondonna@hotmail.com,2023-03-06,AU,starter,3,1.0,2.29,0.0,1,40,963,0,0,0.0,0
user_00076,Andrea Wheeler,barbara53@yahoo.com,2023-07-01,IN,starter,5,7.7,4.53,2.0,0,9,846,1,0,20.0,0
user_00077,Denise Hawkins,jmelendez@yahoo.com,2025-08-20,GB,starter,4,1.0,1.36,2.0,0,22,65,0,0,0.0,0
user_00078,Dawn Rivera,lewisjames@hotmail.com,2022-05-27,US,free,1,4.4,1.62,2.0,4,107,1246,1,1,0.0,1
user_00079,Michael Padilla,allentran@hotmail.com,2025-06-01,IN,free,2,10.1,2.82,2.0,0,28,145,0,0,0.0,0
user_00080,Craig Hall,meganhall@hotmail.com,2025-07-24,IN,free,1,2.9,1.15,1.0,3,10,92,1,0,0.0,0
user_00081,Joy Brown,laura15@yahoo.com,2022-12-17,US,pro,8,4.3,4.33,5.2,1,18,1042,0,1,0.0,0
user_00082,Courtney Sutton DVM,jasonparrish@hotmail.com,2024-12-29,US,starter,0,17.5,3.23,2.0,0,33,299,0,0,0.0,0
user_00083,Benjamin Frost,krystalnorris@gmail.com,2023-05-17,FR,free,5,2.6,2.81,3.0,1,17,891,0,0,0.0,0
user_00084,Jeffrey Roberson,jodistewart@gmail.com,2022-12-01,US,free,4,14.6,2.67,3.0,1,72,1058,0,0,0.0,0
user_00085,Jill Juarez,josephadams@gmail.com,2024-08-04,US,free,3,7.3,0.95,1.0,0,60,446,0,0,0.0,0
user_00086,Jennifer Washington,kevinmorrison@hotmail.com,2024-02-17,IN,free,3,5.9,0.67,2.0,3,4,615,0,0,0.0,0
user_00087,Vincent Novak,ichambers@hotmail.com,2023-07-07,DE,starter,3,10.3,2.4,2.0,4,46,840,0,0,0.0,0
user_00088,Brittany Henderson,vrasmussen@yahoo.com,2025-08-03,US,starter,1,13.3,0.44,1.0,1,85,82,1,0,20.0,0
user_00089,Courtney Burgess,hmueller@yahoo.com,2025-02-14,GB,pro,4,5.4,0.54,2.6,3,11,252,0,0,0.0,0
user_00090,Nathan Chavez,shannonjordan@gmail.com,2023-03-26,US,free,2,6.0,1.6,2.0,1,8,943,0,0,0.0,0
user_00091,Nicole Stokes,lisamccarthy@yahoo.com,2023-10-27,US,free,3,11.4,1.13,1.0,4,0,728,1,0,0.0,0
user_00092,Emily Allen,glennstephanie@yahoo.com,2022-04-25,US,starter,3,9.2,3.31,2.0,0,3,1278,0,0,0.0,0
user_00093,Tracey Wagner,adamsamy@yahoo.com,2023-04-15,FR,starter,3,12.4,2.4,2.0,2,97,923,0,1,0.0,1
user_00094,Jessica Robinson,hudsonamanda@hotmail.com,2022-03-07,US,free,4,10.1,3.21,2.0,1,14,1327,0,0,0.0,0
user_00095,Michele Roberts,powellkara@hotmail.com,2023-10-09,US,starter,5,15.2,4.49,0.0,3,14,746,0,0,0.0,0
user_00096,Garrett Smith,williamsconnie@yahoo.com,2024-04-01,IN,free,2,8.7,5.76,1.0,0,9,571,0,0,0.0,0
user_00097,Brooke Bryant,brettgarrett@hotmail.com,2023-07-03,FR,free,2,8.9,4.13,2.0,2,5,844,1,0,0.0,0
user_00098,Anna Davis,darlenebyrd@gmail.com,2022-05-16,US,free,3,9.3,2.76,2.0,3,21,1257,0,0,0.0,0
user_00099,Carly Bell,jamie98@gmail.com,2023-03-09,IN,free,2,7.4,1.05,0.0,1,38,960,1,0,0.0,0
user_00100,Anthony Hurst,matthewsalexander@gmail.com,2025-03-07,US,free,4,11.4,5.43,1.0,1,24,231,1,0,0.0,0
user_00101,Jennifer Mitchell,brianmiller@yahoo.com,2023-10-07,IN,free,5,8.9,0.86,3.0,1,1,748,0,0,0.0,0
user_00102,Anthony Wade,enelson@yahoo.com,2023-03-12,GB,starter,4,11.2,4.57,1.0,2,48,957,0,0,0.0,0
user_00103,Kayla Brown,pwalker@yahoo.com,2025-09-04,GB,free,4,11.8,6.18,2.0,1,80,50,1,0,0.0,0
user_00104,Blake Watson,james94@hotmail.com,2024-10-19,US,free,5,9.7,3.36,2.0,1,17,370,0,0,0.0,0
user_00105,Leslie Snyder,robertwoodward@gmail.com,2024-03-21,US,pro,5,12.0,1.61,1.3,6,13,582,0,0,0.0,0
user_00106,Thomas Merritt,sara65@yahoo.com,2025-08-09,US,free,5,4.0,1.7,2.0,0,7,76,0,0,0.0,0
user_00107,Tony Taylor,tanyafoster@gmail.com,2024-07-28,US,free,1,5.8,2.95,2.0,1,10,453,0,0,0.0,0
user_00108,William Johnson,aguilarjonathan@gmail.com,2022-10-20,US,starter,2,11.4,1.31,3.0,1,31,1100,0,0,0.0,0
user_00109,Maria Lamb,sean20@hotmail.com,2023-06-27,DE,free,3,13.7,2.73,2.0,1,44,850,0,0,0.0,0
user_00110,Kathleen Andrade,anthonycochran@yahoo.com,2022-10-13,AU,free,3,1.0,3.32,1.0,0,12,1107,0,0,0.0,0
user_00111,Randall Key,annalopez@yahoo.com,2023-05-21,AU,free,3,5.7,3.56,2.0,3,12,887,0,0,0.0,0
user_00112,Andrew Brown,vwillis@yahoo.com,2025-02-23,FR,free,2,8.1,1.68,1.0,1,17,243,0,0,0.0,0
user_00113,Morgan Kim DDS,vtaylor@gmail.com,2025-01-08,GB,pro,8,6.5,3.75,1.3,4,5,289,0,0,0.0,0
user_00114,Christopher Mcclure Jr.,egarcia@hotmail.com,2023-06-23,CA,starter,3,4.7,2.85,0.0,1,78,854,0,0,0.0,0
user_00115,Angela Singleton,gmoore@yahoo.com,2025-04-12,US,starter,2,9.9,0.55,2.0,1,36,195,0,0,0.0,0
user_00116,Kristen Frost,wellsdarrell@yahoo.com,2024-05-27,GB,pro,6,16.3,2.44,3.9000000000000004,1,17,515,1,0,88.34,0
user_00117,Derek May,acardenas@hotmail.com,2025-04-10,IN,starter,6,1.0,2.63,2.0,2,3,197,1,0,20.0,0
user_00118,David Evans,renee11@yahoo.com,2024-03-28,IN,free,8,7.3,3.3,0.0,0,56,575,1,0,0.0,0
user_00119,Scott Stone,jacksonrichard@hotmail.com,2024-01-12,DE,pro,6,11.9,9.84,1.3,3,19,651,1,0,91.03,0
user_00120,Steve Rivera,wfigueroa@hotmail.com,2023-03-26,US,free,0,11.1,3.1,2.0,2,47,943,1,1,0.0,1
user_00121,Caitlin Collins,maldonadojohn@yahoo.com,2022-10-11,US,starter,5,9.3,0.83,2.0,3,1,1109,1,0,20.0,0
user_00122,Seth Matthews,jennifer46@yahoo.com,2024-11-09,AU,pro,6,17.0,1.84,3.9000000000000004,4,9,349,1,0,97.0,0
user_00123,Daniel Turner,racheltrujillo@hotmail.com,2024-10-07,US,free,4,8.1,4.75,2.0,2,29,382,1,0,0.0,0
user_00124,Nathan Rios,kellyruiz@hotmail.com,2022-07-06,IN,free,3,13.2,8.18,1.0,1,20,1206,0,0,0.0,0
user_00125,Stephanie Pena,derrickgonzalez@yahoo.com,2022-04-07,AU,free,2,5.4,1.02,1.0,1,10,1296,0,0,0.0,0
user_00126,Scott White,ismith@gmail.com,2022-08-13,GB,free,3,8.2,1.58,2.0,0,6,1168,0,0,0.0,0
user_00127,Steven Sherman,ryan25@yahoo.com,2022-11-10,IN,starter,1,3.1,8.42,4.0,2,10,1079,1,0,20.0,0
user_00128,Susan Burnett,wheelerbrandon@gmail.com,2025-07-09,US,pro,6,13.6,10.68,0.0,2,40,107,0,0,0.0,0
user_00129,Ashley Wallace,kimberlydecker@gmail.com,2022-11-24,US,free,0,7.5,3.79,1.0,2,6,1065,1,0,0.0,0
user_00130,Andrew Crawford,joseph01@gmail.com,2024-05-14,FR,free,1,9.4,1.61,2.0,1,27,528,0,0,0.0,0
user_00131,Michael Simmons,ynelson@hotmail.com,2025-05-06,GB,free,3,6.7,0.98,2.0,0,16,171,0,0,0.0,0
user_00132,Matthew Robles,cheryl27@yahoo.com,2022-05-11,IN,free,1,10.3,1.51,5.0,2,43,1262,0,0,0.0,0
user_00133,Arthur Pena,marygrant@hotmail.com,2024-02-28,US,free,0,9.6,1.86,2.0,2,6,604,0,0,0.0,0
user_00134,Brooke Allison,bmcgee@gmail.com,2024-02-21,US,free,0,4.0,1.93,2.0,4,9,611,0,1,0.0,0
user_00135,Joshua Petersen,amy51@gmail.com,2025-05-05,AU,pro,7,6.3,0.81,1.3,0,15,172,0,0,0.0,0
user_00136,Mitchell Griffith,eroberson@hotmail.com,2024-08-16,US,free,3,7.9,1.16,0.0,2,5,434,0,0,0.0,0
user_00137,Carrie Ochoa,jamesweber@yahoo.com,2024-12-19,GB,free,4,10.6,2.68,1.0,2,18,309,1,0,0.0,0
user_00138,Casey Page,johnsondustin@hotmail.com,2023-05-30,US,starter,7,15.5,1.56,1.0,0,16,878,0,0,0.0,0
user_00139,Rachel Terrell,yhughes@hotmail.com,2025-02-07,CA,free,3,9.2,0.8,3.0,2,138,259,0,0,0.0,0
user_00140,Danielle Oliver,brandyscott@yahoo.com,2022-01-24,AU,pro,4,14.0,1.58,0.0,0,27,1369,1,0,84.19,0
user_00141,Tanya Carlson,kelly98@yahoo.com,2022-08-23,GB,pro,6,3.5,3.16,10.4,3,2,1158,1,0,86.13,0
user_00142,Hannah Allen,willie12@hotmail.com,2025-01-04,US,free,3,16.1,0.65,3.0,2,18,293,0,0,0.0,0
user_00143,Christine Soto,ohughes@yahoo.com,2023-07-01,GB,free,2,10.4,5.91,2.0,2,63,846,0,0,0.0,0
user_00144,Michael Nichols,derekmyers@hotmail.com,2025-08-05,DE,free,7,7.8,0.69,1.0,0,60,80,1,0,0.0,0
user_00145,Stacy Sanford,christinaking@gmail.com,2023-11-28,IN,free,2,7.3,4.01,2.0,3,97,696,1,0,0.0,0
user_00146,Tara Gamble,nhayes@hotmail.com,2022-08-17,FR,free,4,3.6,8.09,3.0,3,67,1164,0,0,0.0,0
user_00147,Holly Stewart,thompsoncatherine@yahoo.com,2023-08-25,GB,starter,3,4.7,0.77,2.0,4,5,791,0,0,0.0,0
user_00148,Christina Gross,philip94@gmail.com,2024-06-09,FR,free,2,15.6,0.94,3.0,1,0,502,0,0,0.0,0
user_00149,Kathryn Bates,paul70@gmail.com,2022-11-20,GB,free,0,4.0,2.13,0.0,1,28,1069,0,0,0.0,0
user_00150,Warren Schultz,shawdon@gmail.com,2024-07-18,US,free,7,4.0,1.71,1.0,0,36,463,0,0,0.0,0
user_00151,Diana Hernandez,dennishunt@hotmail.com,2022-01-07,US,pro,8,7.2,7.28,1.3,0,4,1386,0,0,0.0,0
user_00152,Tammy Black,hallpaul@gmail.com,2023-06-24,US,free,5,3.2,2.02,2.0,0,5,853,0,0,0.0,0
user_00153,Susan Cohen,princekimberly@hotmail.com,2024-10-22,AU,free,1,8.1,1.14,2.0,2,98,367,0,0,0.0,0
user_00154,Andrew Moreno,meyernicholas@gmail.com,2023-01-01,DE,free,4,12.4,4.19,4.0,1,86,1027,0,1,0.0,1
user_00155,Brian Simmons,adkinssean@hotmail.com,2024-11-05,CA,pro,7,7.6,2.8,3.9000000000000004,2,5,353,0,0,0.0,0
user_00156,Jennifer Morgan,jennifer90@gmail.com,2022-08-06,US,free,2,2.5,1.11,2.0,2,8,1175,0,0,0.0,0
user_00157,Dakota Sandoval,aprilmclaughlin@gmail.com,2025-07-04,US,starter,1,9.2,1.29,2.0,4,66,112,1,0,20.0,0
user_00158,Justin Aguilar,heather69@yahoo.com,2023-09-04,DE,starter,4,7.8,0.75,1.0,4,17,781,1,0,20.0,0
user_00159,Tonya Ellis,nedwards@hotmail.com,2025-08-01,IN,free,5,12.0,0.28,0.0,2,47,84,0,0,0.0,0
user_00160,Melanie Browning,wwhite@hotmail.com,2024-11-05,US,starter,5,6.2,0.82,3.0,3,15,353,0,0,0.0,0
user_00161,Kenneth Brown,josephmullen@yahoo.com,2025-06-01,GB,free,2,7.0,2.06,2.0,0,39,145,1,0,0.0,0
user_00162,Christine Haynes,oporter@hotmail.com,2023-02-12,US,starter,6,7.4,1.83,0.0,0,15,985,1,0,20.0,0
user_00163,Elijah Hart,tiffanymitchell@yahoo.com,2022-11-10,US,starter,3,8.4,0.59,2.0,2,68,1079,0,0,0.0,0
user_00164,Jeremy Miller,lgutierrez@gmail.com,2024-02-05,IN,free,4,6.4,1.16,3.0,2,11,627,0,0,0.0,0
user_00165,Teresa Haynes,alisonjackson@gmail.com,2022-11-27,US,free,4,5.8,3.79,3.0,2,22,1062,1,0,0.0,0
user_00166,Frederick Alvarez,mauriceharrison@gmail.com,2025-01-09,AU,starter,2,1.0,3.57,2.0,2,22,288,0,0,0.0,0
user_00167,John Smith,zacharymarsh@hotmail.com,2024-12-22,US,free,10,5.7,2.56,3.0,3,31,306,1,0,0.0,0
user_00168,Patrick Lamb,halledward@yahoo.com,2022-01-02,US,free,4,10.9,0.9,3.0,2,10,1391,1,0,0.0,0
user_00169,Richard Jimenez,paulproctor@gmail.com,2025-05-11,US,free,3,11.4,4.82,1.0,0,30,166,1,0,0.0,0
user_00170,Nancy Davis,fosterjohn@gmail.com,2023-10-26,DE,free,0,6.1,2.14,2.0,1,4,729,0,1,0.0,0
user_00171,Christopher Townsend,ihoward@yahoo.com,2024-09-27,IN,starter,2,13.2,1.28,1.0,6,67,392,0,0,0.0,0
user_00172,Justin Daniels,harveymichael@hotmail.com,2022-02-09,GB,free,2,7.9,0.93,1.0,1,4,1353,0,0,0.0,0
user_00173,Matthew Ryan,washingtoncorey@hotmail.com,2022-08-18,US,free,1,2.6,4.05,1.0,1,55,1163,0,0,0.0,0
user_00174,Joseph Miles,christian38@gmail.com,2024-01-14,US,free,4,1.4,0.08,1.0,1,35,649,0,0,0.0,0
user_00175,Chelsey Fox,rachel85@yahoo.com,2023-09-22,IN,starter,4,12.9,3.0,2.0,2,12,763,0,1,0.0,0
user_00176,Frank Allen,samantha88@hotmail.com,2023-05-06,DE,free,2,6.5,1.63,0.0,2,11,902,0,0,0.0,0
user_00177,Julia Moore,michael66@gmail.com,2022-04-29,FR,starter,3,3.1,5.27,1.0,0,101,1274,0,0,0.0,0
user_00178,Sarah Mcfarland,alvarezjulie@hotmail.com,2023-05-09,US,free,6,1.0,9.96,5.0,3,6,899,1,0,0.0,0
user_00179,Jonathan Ayala,brittney04@gmail.com,2025-03-07,IN,pro,5,8.4,1.93,2.6,4,38,231,0,0,0.0,0
user_00180,Jeremiah Glass,jamesmills@yahoo.com,2022-06-11,AU,free,2,9.6,4.87,1.0,2,6,1231,0,0,0.0,0
user_00181,Willie Neal,mckeetodd@hotmail.com,2022-06-25,US,free,4,5.2,3.11,2.0,3,70,1217,0,0,0.0,0
user_00182,Kathryn Ellis,christopherreyes@hotmail.com,2024-09-22,DE,free,5,3.8,2.87,1.0,0,40,397,1,0,0.0,0
user_00183,Laura Simmons,lonniegrant@hotmail.com,2022-05-22,US,pro,5,7.8,0.91,3.9000000000000004,2,80,1251,0,0,0.0,0
user_00184,Sheryl Acosta,xjoseph@gmail.com,2024-12-26,AU,pro,5,15.0,2.29,1.3,0,63,302,0,1,0.0,1
user_00185,Chad Lee,michelle36@yahoo.com,2022-09-15,DE,free,4,2.4,4.73,1.0,3,23,1135,0,0,0.0,0
user_00186,Samantha Cortez,leescott@yahoo.com,2022-09-20,AU,starter,3,5.4,5.72,3.0,4,4,1130,1,0,20.0,0
user_00187,Jay Austin,jennifermartinez@gmail.com,2025-09-13,CA,starter,4,12.8,7.01,2.0,1,7,41,0,0,0.0,0
user_00188,Bradley Zimmerman,deanjohnny@yahoo.com,2024-08-31,US,free,3,10.0,1.53,2.0,1,6,419,0,0,0.0,0
user_00189,Aaron Andrade,mark10@gmail.com,2025-01-30,AU,free,2,8.7,3.5,2.0,1,7,267,0,0,0.0,0
user_00190,Diane Guerrero,swarren@gmail.com,2022-12-05,US,free,5,5.4,1.59,0.0,1,19,1054,0,0,0.0,0
user_00191,Monica Fuller,sara99@yahoo.com,2023-06-27,US,free,0,8.1,2.7,0.0,1,60,850,0,0,0.0,0
user_00192,Christopher Lynch,parkerwilliam@yahoo.com,2024-12-16,CA,pro,7,7.8,5.19,1.3,3,0,312,0,0,0.0,0
user_00193,Felicia Foster,barbararivera@yahoo.com,2025-05-27,DE,pro,6,6.6,2.46,3.9000000000000004,1,8,150,1,0,91.17,0
user_00194,Amanda Terrell,robinwallace@gmail.com,2024-05-16,AU,starter,1,3.7,3.66,3.0,1,27,526,1,0,20.0,0
user_00195,Christian Peterson,andrew43@yahoo.com,2023-03-10,US,free,4,11.1,2.05,1.0,1,60,959,1,0,0.0,0
user_00196,Kim Mejia,amber02@gmail.com,2025-01-09,DE,free,4,7.8,2.32,1.0,0,10,288,0,0,0.0,0
user_00197,Amy Simmons,oruiz@gmail.com,2023-02-16,CA,starter,3,9.3,0.62,1.0,2,14,981,0,0,0.0,0
user_00198,James Lyons,angela14@hotmail.com,2023-10-01,US,pro,3,10.6,2.19,0.0,1,14,754,0,0,0.0,0
user_00199,David Sanchez,stephanie19@gmail.com,2024-03-28,US,pro,6,11.8,2.22,3.9000000000000004,2,10,575,0,0,0.0,0
user_00200,Matthew Brown,jamierich@yahoo.com,2025-08-23,US,starter,5,7.0,10.54,1.0,3,35,62,0,0,0.0,0
user_00201,Timothy Robbins,bsullivan@hotmail.com,2024-02-04,US,starter,1,6.1,1.21,4.0,2,31,628,0,0,0.0,0
